category,name,detail,address,lat,lng
อื่นๆ,บริษัท นำโชคมาร์เก็ตติ้ง จำกัด,ขนส่ง การสร้าง ประกอบ ดัดแปลง หรือเปลี่ยนแปลงสภาพรถยนต์ หรือรถพ่วง และซ่อมแซมรถยนต์ รถพ่วง,"เลขที่ 35/137 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.60834, 100.35248
โรงงานพลาสติกอื่นๆ,บริษัท เดอะวันแพคเกจจิ้ง จำกัด,ผลิตถุงพิมพ์พลาสติก เช่น ถุงซองกาแฟสำเร็จรูป,ซองใส่ขนมขบเคี้ยว ฯลฯ,"เลขที่ 98/9 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.63248, 100.35520
โรงงานอาหารและเครื่องดื่ม,บริษัท ซันฟู้ดส์เทรดดิ้ง จำกัด,ผลิตอาหารจากแป้ง ขนมปังอบกรอบ บะหมี่กึ่งสำเร็จรูป อาหารว่าง (SNACK FOOD),"เลขที่ 60/2 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.69898, 100.51655
โรงงานพลาสติกอื่นๆ,บริษัท ชิโนพลาสแพ็ก จำกัด,การทำผลิตภัณฑ์พลาสติก,"เลขที่ 99/88 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5926051, 100.3137403
โรงงานผลิตบรรจุภัณฑ์อลูมิเนียม,บริษัท บางกอกแคนส์ จำกัด,ผลิตบรรจุภัณฑ์จากแผ่นเหล็ก อลูมิเนียม,"เลขที่ 99/89 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.592741, 100.3144969
โรงงานพลาสติกอื่นๆ,บริษัท ได อิ ชิ พลาสติค จำกัด,ทำของใช้จากพลาสติก เช่น ถังปูน บุ้งกี๋ ทุ่นจิ๊กซอลอยน้ำพลาสติก อุปกรณ์สุขาเคลื่อนที่ และผลิตภัณฑ์ทำจากยาง,"เลขที่ 1/22 ตำบล ท่าทราย อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5929519, 100.3291062
โรงงานประกอบชิ้นส่วน,บริษัท ซีโต้ เมทอล จำกัด,รับจ้างตัด พับ ม้วน และเชื่อมประกอบงานโลหะทุกประเภท,"เลขที่ โฉนดที่ดินเลขที่ 40430,40431,40432 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5931114, 100.3534345
อื่นๆ,บริษัท ซี.ที.อินเตอร์เทรด กรุ๊ป จำกัด,รับจ้าง กลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,"เลขที่ 36/16 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5931797, 100.3613214
โรงงานประกอบชิ้นส่วน,บริษัท เลคิเช่ ไลท์ติ้ง จำกัด,ผลิตและประกอบโคมไฟฟ้า และโคมไฟฟ้าแอลอีดี,"เลขที่ 29/22 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5932049, 100.3040324
โรงงานห้องเย็นและชำแหละ,บริษัท แฮปปี้ ไท้หลิน ซีฟู้ดส์ จำกัด,ชำแหละ แกะ ล้างสัตว์น้ำ และห้องเย็น,"เลขที่ 20/214,20/215 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5933616, 100.3167126
โรงงานพลาสติกอื่นๆ,ห้างหุ้นส่วนจำกัด เก้า ซัพพลาย,ผลิตหมวกอาบน้ำพลาสติก,"เลขที่ 13/3 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.5935943, 100.3310091
โรงงานกระดาษอื่นๆ,บริษัท เจริญนาคา จำกัด,อัดกระดาษ,"เลขที่ โฉนดที่ดินเลขที่ 159180 ตำบล คอกกระบือ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.59369,100.32658
โรงงานผลิตเม็ดพลาสติก,บริษัท เอสซีพี พลาส จำกัด,ผลิตเม็ดพลาสติก,"เลขที่ 99/6 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.594,100.3135
